1854 104.000000 -5.184153 14.386556 12.871105 0.000000 0.000000 -0.027712 -22.112374 19.386556 39.051436 0.000000 0.000000 0.027712 
1855 112.000000 -5.966258 15.224069 12.146434 0.000000 0.000000 -0.026355 -20.655491 20.224069 41.740687 0.000000 0.000000 0.026355 
1856 120.000000 -6.719225 15.937261 11.501685 0.000000 0.000000 -0.024921 -19.042285 20.937261 44.178296 0.000000 0.000000 0.024921 
1857 128.000000 -7.444858 16.521129 10.954917 0.000000 0.000000 -0.023423 -17.295046 21.521129 46.275798 0.000000 0.000000 0.023423 
1858 136.000000 -8.146756 16.971577 10.521442 0.000000 0.000000 -0.021872 -15.438786 21.971577 47.957125 0.000000 0.000000 0.021872 
1859 144.000000 -8.830012 17.285446 10.213403 0.000000 0.000000 -0.020284 -13.500745 22.285446 49.161332 0.000000 0.000000 0.020284 
1860 152.000000 -9.500848 17.460534 10.039427 0.000000 0.000000 -0.018671 -11.509844 22.460534 49.844786 0.000000 0.000000 0.018671 
1861 160.000000 -10.197395 17.495614 10.004386 0.000000 0.000000 -0.025571 -9.401610 22.495614 49.982729 0.000000 0.000000 0.025571 
1862 168.000000 -10.989704 17.390439 10.109261 0.000000 0.000000 -0.023141 -7.019340 22.390439 49.570162 0.000000 0.000000 0.023141 
1863 176.000000 -11.792706 17.145746 10.351116 0.000000 0.000000 -0.020737 -4.682140 22.145746 48.622032 0.000000 0.000000 0.020737 
1864 184.000000 -12.614291 16.763253 10.723177 0.000000 0.000000 -0.018380 -2.425089 21.763253 47.172688 0.000000 0.000000 0.018380 
1865 192.000000 -13.461232 16.245643 11.215022 0.000000 0.000000 -0.016091 -0.281618 21.245643 45.274656 0.000000 0.000000 0.016091 
1866 200.000000 -14.338742 15.596545 11.812877 0.000000 0.000000 -0.013889 1.717172 20.596545 42.996750 0.000000 0.000000 0.013889 
1867 208.000000 -15.250069 14.820512 12.499996 0.000000 0.000000 -0.011794 3.543124 19.820512 40.421609 0.000000 0.000000 0.011794 
1868 216.000000 -16.196172 13.922989 13.257136 0.000000 0.000000 -0.009823 5.171582 18.922989 37.642728 0.000000 0.000000 0.009823 
1869 224.000000 -17.175461 12.910271 14.063089 0.000000 0.000000 -0.007994 6.581842 17.910271 34.761100 0.000000 0.000000 0.007994 
1870 232.000000 -18.183626 11.789460 14.895283 0.000000 0.000000 -0.006322 7.757526 16.789460 31.881590 0.000000 0.000000 0.006322 
1871 240.000000 -19.213560 10.568420 15.730410 0.000000 0.000000 -0.004822 8.686833 15.568420 29.109163 0.000000 0.000000 0.004822 
1872 248.000000 -20.255369 9.255714 16.545080 0.000000 0.000000 -0.003507 9.362690 14.255714 26.545100 0.000000 0.000000 0.003507 
1873 256.000000 -21.296495 7.860549 17.316475 0.000000 0.000000 -0.002389 9.782785 12.860549 24.283349 0.000000 0.000000 0.002389 
1874 264.000000 -22.321913 6.392714 18.022991 0.000000 0.000000 -0.001476 9.949490 11.392714 22.407126 0.000000 0.000000 0.001476 
1875 272.000000 -23.314439 4.862502 18.644839 0.000000 0.000000 -0.000778 9.869670 9.862502 20.985899 0.000000 0.000000 0.000778 
1876 280.000000 -24.255102 3.280647 19.164603 0.000000 0.000000 -0.000299 9.554389 8.280647 20.072858 0.000000 0.000000 0.000299 
1877 288.000000 -25.123608 1.658246 19.567725 0.000000 0.000000 -0.000044 9.018529 6.658246 19.702961 0.000000 0.000000 0.000044 
1878 296.000000 -25.909267 0.006677 19.842914 0.000000 0.000000 -0.000000 8.290733 5.006677 19.842914 0.000000 0.000000 0.000000 
1879 308.000000 -27.099994 -2.499987 20.000000 0.000000 0.000000 -0.000000 7.100006 2.500013 20.000000 0.000000 0.000000 0.000000 
1880 316.000000 -27.898482 -4.173543 19.929981 0.000000 0.000000 -0.000000 6.301518 0.826457 19.929981 0.000000 0.000000 0.000000 
1881 324.000000 -28.673450 -5.835361 19.727299 0.000000 0.000000 -0.000002 5.524235 -0.835361 19.721884 0.000000 0.000000 0.000002 
1882 332.000000 -29.312956 -7.473784 19.818578 0.000000 0.000000 -0.000143 4.699695 -2.473784 19.381537 0.000000 0.000000 0.000143 
1883 340.000000 -29.740611 -9.077319 20.463211 0.000000 0.000000 -0.000510 3.792511 -4.077319 18.918472 0.000000 0.000000 0.000510 
1884 348.000000 -29.939797 -10.634719 21.635884 0.000000 0.000000 -0.001100 2.823452 -5.634719 18.345659 0.000000 0.000000 0.001100 
1885 356.000000 -29.897487 -12.135060 23.292321 0.000000 0.000000 -0.001906 1.812211 -7.135060 17.679140 0.000000 0.000000 0.001906 
1886 364.000000 -29.604674 -13.567818 25.370910 0.000000 0.000000 -0.002923 0.776918 -8.567818 16.937585 0.000000 0.000000 0.002923 
1887 372.000000 -29.056709 -14.922943 27.794961 0.000000 0.000000 -0.004141 -0.266280 -9.922943 16.141762 0.000000 0.000000 0.004141 
1888 380.000000 -28.253545 -16.190930 30.475488 0.000000 0.000000 -0.005550 -1.303558 -11.190930 15.313961 0.000000 0.000000 0.005550 
1889 388.000000 -27.199872 -17.362885 33.314433 0.000000 0.000000 -0.007137 -2.323672 -12.362885 14.477366 0.000000 0.000000 0.007137 
1890 396.000000 -25.905137 -18.430588 36.208205 0.000000 0.000000 -0.008890 -3.318112 -13.430588 13.655409 0.000000 0.000000 0.008890 
1891 404.000000 -24.383456 -19.386549 39.051415 0.000000 0.000000 -0.010792 -4.281174 -14.386549 12.871111 0.000000 0.000000 0.010792 
1892 412.000000 -22.653410 -20.224063 41.740667 0.000000 0.000000 -0.012827 -5.209925 -15.224063 12.146439 0.000000 0.000000 0.012827 
1893 420.000000 -20.737729 -20.937256 44.178278 0.000000 0.000000 -0.014978 -6.104074 -15.937256 11.501690 0.000000 0.000000 0.014978 
1894 428.000000 -18.662883 -21.521125 46.275783 0.000000 0.000000 -0.017226 -6.965762 -16.521125 10.954920 0.000000 0.000000 0.017226 
1895 436.000000 -16.458576 -21.971574 47.957113 0.000000 0.000000 -0.019551 -7.799267 -16.971574 10.521445 0.000000 0.000000 0.019551 
1896 444.000000 -14.157153 -22.285444 49.161325 0.000000 0.000000 -0.021934 -8.610633 -17.285444 10.213405 0.000000 0.000000 0.021934 
1897 452.000000 -11.792959 -22.460533 49.844783 0.000000 0.000000 -0.024354 -9.407251 -17.460533 10.039428 0.000000 0.000000 0.024354 
1898 460.000000 -9.378792 -22.495614 49.982730 0.000000 0.000000 -0.017859 -10.204923 -17.495614 10.004385 0.000000 0.000000 0.017859 
1899 468.000000 -6.905603 -22.390440 49.570168 0.000000 0.000000 -0.019479 -11.027470 -17.390440 10.109260 0.000000 0.000000 0.019479 
1900 476.000000 -4.479204 -22.145749 48.622041 0.000000 0.000000 -0.021082 -11.861118 -17.145749 10.351114 0.000000 0.000000 0.021082 
1901 484.000000 -2.136013 -21.763257 47.172701 0.000000 0.000000 -0.022653 -12.714058 -16.763257 10.723173 0.000000 0.000000 0.022653 
1902 492.000000 0.089264 -21.245647 45.274672 0.000000 0.000000 -0.024179 -13.593322 -16.245647 11.215018 0.000000 0.000000 0.024179 
1903 500.000000 2.164338 -20.596550 42.996769 0.000000 0.000000 -0.025647 -14.504321 -15.596550 11.812872 0.000000 0.000000 0.025647 
1904 508.000000 4.059979 -19.820519 40.421630 0.000000 0.000000 -0.027044 -15.450429 -14.820519 12.499991 0.000000 0.000000 0.027044 
1905 516.000000 5.750587 -18.922997 37.642750 0.000000 0.000000 -0.028358 -16.432639 -13.922997 13.257129 0.000000 0.000000 0.028358 
1906 524.000000 7.214672 -17.910279 34.761122 0.000000 0.000000 -0.029577 -17.449302 -12.910279 14.063082 0.000000 0.000000 0.029577 
1907 532.000000 8.435227 -16.789470 31.881612 0.000000 0.000000 -0.030692 -18.495943 -11.789470 14.895277 0.000000 0.000000 0.030692 
1908 540.000000 9.400003 -15.568430 29.109184 0.000000 0.000000 -0.031692 -19.565183 -10.568430 15.730404 0.000000 0.000000 0.031692 
1909 548.000000 10.101655 -14.255724 26.545119 0.000000 0.000000 -0.032568 -20.646753 -9.255724 16.545074 0.000000 0.000000 0.032568 
1910 556.000000 10.537786 -12.860561 24.283365 0.000000 0.000000 -0.033314 -21.727613 -7.860561 17.316470 0.000000 0.000000 0.033314 
